name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
Half-Life,PC,1997,Shooter,4.03,0.0,0.09,0.0,96.0,91.0,M
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,1.65,0.61,1.76,0.09,,,unknown
FIFA Soccer 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,,,unknown
Street Fighter II Turbo,SNES,1992,Fighting,1.42,0.51,2.1,0.07,,,unknown
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,2.57,1.52,0.0,0.0,91.0,79.0,T
Battlefield 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,88.0,84.0,M
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,93.0,89.0,M
World Soccer Winning Eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,,82.0,E
Fallout: New Vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,84.0,81.0,M
Forza Motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,90.0,83.0,E
Carnival Games,Wii,2007,Misc,2.12,1.47,0.05,0.42,56.0,60.0,E
Watch Dogs,PS4,2014,Action,1.4,1.9,0.11,0.64,80.0,63.0,M
Namco Museum Vol.3,PS,1996,Misc,2.28,1.55,0.16,0.06,,,unknown
Tekken Tag Tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,85.0,85.0,T
Far Cry 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,85.0,77.0,M
Star Fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,,,unknown
Golf,NES,1984,Sports,1.22,0.28,2.46,0.04,,,unknown
Namco Museum: 50th Anniversary,PS2,2005,Misc,2.08,1.35,0.0,0.54,61.0,,E10+
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,89.0,86.0,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,92.0,92.0,M
Assassin's Creed: Unity,PS4,2014,Action,1.19,2.07,0.08,0.62,70.0,49.0,M
Batman: Arkham Knight,PS4,2015,Action,1.53,1.69,0.1,0.64,87.0,76.0,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,1.16,0.37,0.38,93.0,80.0,E10+
Fallout 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,90.0,80.0,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,84.0,88.0,E10+
Donkey Kong Land,GB,1994,Platform,1.97,0.76,1.07,0.11,,,unknown
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,81.0,87.0,E
Tony Hawk's Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,90.0,87.0,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,86.0,87.0,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.16,2.12,0.0,0.6,94.0,81.0,M
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,87.0,67.0,E10+
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,88.0,86.0,T
Dragon Warrior III,NES,1988,Role-Playing,0.1,0.0,3.77,0.0,,,unknown
MotorStorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,84.0,74.0,T
Nintendogs + cats,3DS,2011,Simulation,1.44,1.41,0.73,0.27,,,unknown
World Soccer Winning Eleven 8 International,PS2,2004,Sports,0.16,1.89,1.12,0.68,91.0,91.0,E
Sports Champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,76.0,79.0,E10+
Namco Museum Vol.1,PS,1995,Misc,2.12,1.44,0.22,0.06,,,unknown
The Legend of Zelda: Link's Awakening,GB,1992,Action,2.21,0.96,0.54,0.13,,,unknown
Call of Duty: Ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,78.0,37.0,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,0.86,1.56,1.05,0.35,59.0,40.0,E
Tom Clancy's The Division,PS4,2016,Shooter,1.35,1.7,0.15,0.6,80.0,70.0,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,68.0,69.0,E
Resident Evil Director's Cut,PS,1996,Action,1.82,1.24,0.47,0.25,,,unknown
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,,,unknown
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,2.4,1.01,0.0,0.36,77.0,75.0,E10+
The Sims: Unleashed,PC,2002,Simulation,2.03,1.56,0.0,0.17,79.0,80.0,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,1.4,1.39,0.1,0.86,,,unknown
Harry Potter and the Sorcerer's Stone,PS,2001,Action,1.37,2.0,0.14,0.22,64.0,75.0,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.12,1.87,0.27,0.45,,,unknown
Resident Evil 3: Nemesis,PS,1999,Action,1.3,0.77,1.54,0.11,,,unknown
Super Paper Mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,85.0,79.0,E
Spyro: Year of the Dragon,PS,2000,Platform,1.93,1.58,0.0,0.19,91.0,88.0,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.68,0.13,0.57,88.0,81.0,M
FIFA Soccer 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,81.0,76.0,E
Pokémon Trading Card Game,GB,1998,Strategy,1.49,0.73,1.38,0.1,,,unknown
Friend Collection,DS,2009,Misc,0.0,0.0,3.67,0.0,,,unknown
Tony Hawk's Pro Skater 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,94.0,85.0,T
Star Wars Battlefront (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,,,unknown
MySims,DS,2007,Simulation,1.58,1.59,0.08,0.41,67.0,73.0,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,1.65,1.21,0.0,0.79,74.0,84.0,E10+
Banjo-Kazooie,N64,1998,Platform,1.87,1.13,0.55,0.1,,,unknown
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,2.53,0.81,0.06,0.24,82.0,79.0,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,2.08,1.09,0.15,0.33,90.0,87.0,E
Pokemon Snap,N64,1999,Simulation,2.23,0.68,0.66,0.06,,,unknown
Pro Evolution Soccer 2008,PS2,2007,Sports,0.05,0.0,0.64,2.93,82.0,79.0,E
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,96.0,89.0,M
Guitar Hero: World Tour,Wii,2008,Misc,2.32,0.96,0.0,0.34,86.0,76.0,T
FIFA Soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,91.0,76.0,E
Star Wars: Battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,82.0,87.0,T
Doom II: Hell on Earth,PC,1994,Shooter,2.05,1.4,0.0,0.16,,,unknown
The Simpsons: Road Rage,PS2,2001,Racing,2.02,1.17,0.0,0.42,64.0,77.0,T
Luigi's Mansion,GC,2001,Action,2.38,0.67,0.46,0.1,78.0,85.0,E
Battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,85.0,69.0,M
Star Wars: Battlefront II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,84.0,90.0,T
Just Dance 2014,Wii,2013,Misc,1.88,1.39,0.0,0.31,,62.0,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,70.0,80.0,E
WWF SmackDown!,PS,2000,Fighting,2.01,1.35,0.06,0.16,,,unknown
Croc: Legend of the Gobbos,PS,1997,Platform,1.57,1.79,0.0,0.2,,,unknown
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,78.0,78.0,M
The Getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,72.0,68.0,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,1.66,1.58,0.12,0.18,,,unknown
James Bond 007: Agent Under Fire,PS2,2001,Shooter,1.9,1.13,0.1,0.41,72.0,79.0,T
LEGO Star Wars: The Video Game,PS2,2005,Action,1.98,1.14,0.01,0.41,,,unknown
Rugrats in Paris: The Movie,PS,2000,Action,1.96,1.33,0.0,0.23,,,unknown
FIFA Soccer 11,X360,2010,Sports,0.71,2.39,0.02,0.4,88.0,75.0,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,2.14,1.21,0.01,0.17,,,unknown
Left 4 Dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,89.0,79.0,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,1.17,0.5,1.75,0.08,,,unknown
Assassin's Creed: Unity,XOne,2014,Action,2.27,0.9,0.0,0.33,72.0,41.0,M
Kung Fu,NES,1985,Action,1.64,0.38,1.42,0.06,,,unknown
Resident Evil 5,X360,2009,Action,2.11,0.93,0.12,0.34,83.0,75.0,M
Assassin's Creed: Brotherhood,X360,2010,Action,2.85,0.38,0.03,0.24,89.0,83.0,M
FIFA Soccer 2004,PS2,2099,Sports,0.59,2.36,0.04,0.51,84.0,64.0,E
Battlefield 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,80.0,58.0,M
Batman: Arkham Asylum,X360,2009,Action,2.2,0.95,0.02,0.31,92.0,87.0,T
Battlefield 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,79.0,56.0,M
Battlefield: Bad Company 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,88.0,86.0,M
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,1.21,1.62,0.27,0.37,,,unknown
Guitar Hero: On Tour,DS,2008,Misc,2.1,1.01,0.01,0.35,71.0,88.0,E10+
Clubhouse Games,DS,2006,Misc,0.59,1.79,0.73,0.34,83.0,84.0,E
Monster Hunter 4,3DS,2013,Role-Playing,0.0,0.0,3.44,0.0,,,unknown
Borderlands,X360,2009,Shooter,2.4,0.71,0.03,0.29,84.0,82.0,M
Tekken 4,PS2,2002,Fighting,1.55,1.27,0.33,0.29,79.0,83.0,T
Final Fantasy III,SNES,1994,Role-Playing,0.86,0.0,2.55,0.02,,,unknown
Grand Theft Auto 2,PS,1998,Action,1.13,2.07,0.0,0.22,70.0,80.0,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,1.09,1.36,0.49,0.48,93.0,82.0,M
Spider-Man 2,PS2,2004,Action,1.75,1.2,0.02,0.43,80.0,89.0,T
F-1 Race,GB,1990,Racing,1.73,0.69,0.59,0.4,,,unknown
FIFA Soccer 2003,PS2,2002,Sports,0.46,2.28,0.05,0.61,88.0,67.0,E
LittleBigPlanet 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,91.0,84.0,E
Crash Bash,PS,2000,Misc,1.56,1.47,0.19,0.17,68.0,82.0,E
Assassin's Creed Syndicate,PS4,2015,Action,0.81,1.99,0.07,0.52,76.0,68.0,M
LEGO Batman: The Videogame,X360,2008,Action,2.04,1.02,0.0,0.32,76.0,79.0,E10+
Destiny,XOne,2014,Shooter,2.14,0.92,0.0,0.31,75.0,55.0,T
WWF War Zone,PS,1998,Fighting,2.47,0.76,0.0,0.13,,,unknown
The Legend of Zelda: Majora's Mask,N64,2000,Action,1.9,0.67,0.73,0.06,,,unknown
Far Cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,90.0,85.0,M
Rugrats: Search For Reptar,PS,1998,Adventure,1.63,1.53,0.0,0.18,,,unknown
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,0.0,0.99,2.32,0.02,,,unknown
James Bond 007: Nightfire,PS2,2002,Shooter,1.45,1.29,0.12,0.46,77.0,85.0,T
Ratchet & Clank,PS2,2002,Platform,1.44,1.01,0.57,0.3,,,unknown
Monster Hunter X,3DS,2015,Action,0.27,0.21,2.79,0.05,,,unknown
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,60.0,72.0,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,1.4,0.91,0.74,0.26,87.0,78.0,E10+
Max Payne,PS2,2001,Shooter,1.99,1.05,0.05,0.22,80.0,85.0,M
Assassin's Creed IV: Black Flag,X360,2013,Action,1.9,1.11,0.01,0.29,86.0,79.0,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,1.5,1.28,0.05,0.46,85.0,87.0,T
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,0.09,0.0,3.18,0.01,,,unknown
Gears of War: Ultimate Edition,XOne,2015,Shooter,2.61,0.33,0.0,0.34,82.0,75.0,M
True Crime: Streets of LA,PS2,2003,Action,1.89,1.05,0.02,0.31,77.0,80.0,M
Professor Layton and the Unwound Future,DS,2008,Puzzle,0.6,1.57,0.82,0.27,86.0,92.0,E10+
Gran Turismo (PSP),PSP,2009,Racing,0.5,1.58,0.31,0.87,,,unknown
FIFA 16,XOne,2015,Sports,0.89,2.12,0.0,0.24,84.0,44.0,E
Wii Music,Wii,2008,Misc,1.35,1.11,0.46,0.32,63.0,46.0,E
Tekken,PS,1995,Fighting,0.95,1.3,0.77,0.22,,,unknown
Madden NFL 16,PS4,2015,Sports,2.34,0.3,0.0,0.6,83.0,59.0,E
Gran Turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,81.0,77.0,E
Halo: The Master Chief Collection,XOne,2014,Shooter,1.91,1.0,0.03,0.29,85.0,72.0,M
007: Tomorrow Never Dies,PS,1999,Shooter,1.72,1.33,0.0,0.16,,,unknown
Super Mario Maker,WiiU,2015,Platform,1.18,0.89,0.94,0.2,88.0,87.0,E
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,1.76,1.21,0.07,0.16,,,unknown
Baseball,NES,1983,Sports,0.73,0.1,2.35,0.02,,,unknown
Killer Instinct,SNES,1995,Fighting,2.26,0.72,0.12,0.1,,,unknown
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,0.0,0.0,3.19,0.0,,,unknown
God of War: Chains of Olympus,PSP,2008,Action,1.48,1.0,0.04,0.66,91.0,86.0,M
Enter the Matrix,PS2,2003,Action,1.78,1.12,0.09,0.19,62.0,81.0,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,83.0,80.0,T
Dance Central,X360,2010,Misc,2.15,0.76,0.01,0.26,82.0,76.0,T
L.A. Noire,PS3,2011,Adventure,1.27,1.29,0.12,0.49,89.0,77.0,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,2.06,0.56,0.38,0.17,89.0,91.0,E
Animal Crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09,87.0,89.0,E
FIFA Soccer 08,PS2,2007,Sports,0.68,0.0,0.0,2.46,83.0,65.0,E
Club Penguin: Elite Penguin Force,DS,2008,Adventure,1.87,0.97,0.0,0.3,,80.0,E
Spider-Man,PS,2000,Action,1.7,1.25,0.02,0.16,87.0,90.0,E
Mario Party 9,Wii,2012,Misc,1.06,1.09,0.76,0.22,73.0,68.0,E
Need for Speed III: Hot Pursuit,PS,1998,Racing,2.14,0.86,0.0,0.13,88.0,,E
Star Wars Episode I Racer,N64,1999,Racing,2.31,0.62,0.14,0.04,,,unknown
Sonic Rush,DS,2005,Platform,1.21,1.56,0.06,0.29,82.0,85.0,E
Dragon Warrior IV,NES,1990,Role-Playing,0.08,0.0,3.03,0.01,,,unknown
Rhythm Heaven,DS,2008,Misc,0.55,0.5,1.93,0.13,83.0,90.0,E
Fallout: New Vegas,PS3,2010,Role-Playing,1.52,1.03,0.1,0.46,82.0,78.0,M
Personal Trainer: Cooking,DS,2006,Misc,0.9,1.0,1.03,0.17,81.0,78.0,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,93.0,80.0,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,1.4,1.01,0.46,0.23,91.0,89.0,E
Resident Evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,74.0,54.0,M
Mass Effect 2,X360,2010,Role-Playing,1.99,0.81,0.03,0.27,96.0,89.0,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,2.17,0.28,0.55,0.08,67.0,79.0,T
Madden NFL 2002,PS2,2001,Sports,2.5,0.16,0.01,0.42,94.0,79.0,E
World Class Track Meet,NES,1986,Sports,1.92,0.45,0.64,0.07,,,unknown
Donkey Kong,GB,1994,Platform,1.57,0.62,0.55,0.34,,,unknown
The Sims: Vacation,PC,2002,Simulation,1.72,1.21,0.0,0.14,75.0,78.0,T
LEGO Batman: The Videogame,Wii,2099,Action,1.8,0.97,0.0,0.29,74.0,79.0,E10+
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,0.51,1.02,1.4,0.12,66.0,69.0,E
The Sims 4,PC,2014,Simulation,1.0,1.82,0.0,0.23,70.0,39.0,T
Borderlands 2,X360,2012,Shooter,1.89,0.88,0.04,0.25,89.0,82.0,M
LEGO Batman: The Videogame,DS,2008,Action,1.75,1.01,0.0,0.29,72.0,80.0,E10+
Kung Fu Panda,X360,2008,Action,1.91,0.84,0.0,0.29,75.0,74.0,E10+
Mass Effect 3,X360,2012,Role-Playing,1.94,0.84,0.03,0.24,93.0,58.0,M
Heavy Rain,PS3,2010,Adventure,1.29,1.21,0.06,0.47,87.0,77.0,M
Rayman,PS,1995,Platform,1.54,1.33,0.0,0.16,,,unknown
Saints Row 2,X360,2008,Action,1.94,0.79,0.02,0.28,81.0,81.0,M
Tom Clancy's Splinter Cell,XB,2002,Action,1.85,1.04,0.0,0.13,93.0,85.0,T
Mike Tyson's Punch-Out!!,NES,1987,Fighting,2.03,0.47,0.45,0.07,,,unknown
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,1.45,1.13,0.07,0.38,,,unknown
FIFA 14,PS4,2013,Sports,0.61,1.85,0.11,0.44,87.0,63.0,E
Killzone 2,PS3,2009,Shooter,1.4,1.06,0.08,0.47,91.0,81.0,M
Far Cry 3,X360,2012,Shooter,1.38,1.32,0.02,0.28,91.0,86.0,M
Epic Mickey,Wii,2010,Platform,2.04,0.63,0.12,0.22,73.0,70.0,E
NBA 2K13,X360,2012,Sports,2.6,0.2,0.01,0.19,88.0,72.0,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,1.15,0.0,0.76,1.09,73.0,92.0,T
wwe Smackdown vs. Raw 2006,PS2,2099,Fighting,1.57,1.02,0.0,0.41,,,unknown
Star Fox,SNES,1993,Shooter,1.61,0.51,0.8,0.07,,,unknown
The Sims: Livin Large,PC,2000,Misc,1.67,1.18,0.0,0.13,82.0,66.0,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,0.12,1.26,1.16,0.45,93.0,91.0,E
Devil May Cry,PS2,2001,Action,1.36,0.86,0.64,0.13,94.0,85.0,M
Star Wars: The Old Republic,PC,2011,Role-Playing,1.58,1.01,0.0,0.38,85.0,59.0,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,1.01,1.43,0.05,0.47,84.0,81.0,M
Sonic Heroes,PS2,2003,Platform,1.04,1.37,0.06,0.49,64.0,78.0,E
Hitman 2: Silent Assassin,PS2,2002,Action,1.36,1.15,0.04,0.41,85.0,78.0,M
Titanfall,XOne,2014,Shooter,1.84,0.8,0.04,0.27,86.0,64.0,M
Battlefield: Bad Company 2,PS3,2010,Shooter,1.33,1.1,0.08,0.44,88.0,85.0,M
Wave Race 64,N64,1996,Racing,1.98,0.58,0.34,0.04,,,unknown
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,2.22,0.51,0.06,0.15,87.0,90.0,M
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,1.45,1.11,0.04,0.33,,,unknown
Pac-Man Collection,GBA,2001,Puzzle,2.07,0.77,0.05,0.05,79.0,78.0,E
Street Fighter IV,X360,2009,Fighting,1.82,0.7,0.15,0.26,93.0,73.0,T
inFAMOUS,PS3,2009,Action,1.76,0.68,0.12,0.37,85.0,83.0,T
Kirby Super Star Ultra,DS,2008,Platform,1.55,0.04,1.19,0.15,76.0,88.0,E
Call of Duty: Ghosts,XOne,2013,Shooter,1.88,0.77,0.0,0.27,78.0,43.0,M
FIFA 15,X360,2014,Sports,0.79,1.92,0.0,0.21,,42.0,E
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,1.75,0.45,0.62,0.09,,,unknown
Mass Effect,X360,2007,Role-Playing,1.83,0.79,0.03,0.27,91.0,87.0,M
Sonic Mega Collection Plus,PS2,2004,Misc,1.54,1.14,0.0,0.22,73.0,86.0,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,0.08,1.24,1.13,0.45,93.0,90.0,E
Sega Superstars Tennis,X360,2008,Sports,1.75,0.86,0.0,0.28,67.0,68.0,E10+
Hot Shots Golf 3,PS2,2001,Sports,0.99,0.32,1.38,0.2,85.0,89.0,E
Cooking Mama: Cook Off,Wii,2007,Simulation,1.41,1.12,0.05,0.3,61.0,53.0,E
Call of Duty: Finest Hour,PS2,2004,Shooter,1.51,1.12,0.01,0.24,76.0,77.0,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,0.86,1.04,0.73,0.26,83.0,74.0,E10+
Syphon Filter,PS,1999,Shooter,2.03,0.72,0.02,0.11,,,unknown
Imagine: Babyz,DS,2007,Simulation,1.3,1.26,0.0,0.31,,77.0,E
Colin McRae Rally,PS,1998,Racing,0.09,2.43,0.12,0.22,,,unknown
Madden NFL 13,X360,2012,Sports,2.53,0.15,0.0,0.17,81.0,58.0,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,2.09,0.63,0.03,0.11,87.0,87.0,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,1.07,1.31,0.06,0.42,83.0,78.0,M
Command & Conquer: Red Alert,PC,1996,Strategy,1.37,1.34,0.0,0.14,,,unknown
F-Zero,SNES,1990,Racing,1.37,0.51,0.89,0.07,,,unknown
Yoshi's Story,N64,1997,Platform,1.29,0.53,0.98,0.05,,,unknown
Mortal Kombat,PS3,2011,Fighting,1.98,0.53,0.0,0.34,84.0,84.0,M
Madden NFL 10,X360,2009,Sports,2.52,0.09,0.0,0.22,85.0,61.0,E
WWE SmackDown! vs. Raw,PS2,2002,Fighting,1.32,1.08,0.04,0.39,,,unknown
BioShock,X360,2007,Shooter,1.65,0.85,0.05,0.28,96.0,89.0,M
Metroid Prime,GC,2002,Shooter,1.96,0.67,0.1,0.09,97.0,93.0,T
Assassin's Creed: Brotherhood,PS3,2010,Action,1.87,0.55,0.11,0.29,90.0,82.0,M
Finding Nemo,GBA,2003,Action,1.59,1.05,0.04,0.14,,70.0,E
Zumba Fitness 2,Wii,2011,Sports,1.51,1.03,0.0,0.27,,,T
Myst,PC,1994,Adventure,0.02,2.79,0.0,0.0,,,unknown
Medal of Honor,PS3,2010,Shooter,1.28,1.04,0.07,0.42,75.0,75.0,M
Need for Speed: Most Wanted,PS3,2012,Racing,0.71,1.46,0.06,0.58,,,unknown
Imagine: Fashion Designer,DS,2007,Simulation,1.32,1.19,0.0,0.3,,76.0,E
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,1.32,1.06,0.04,0.38,,,unknown
Hot Shots Golf,PS,1997,Sports,0.29,0.2,2.13,0.18,,,unknown
A Bug's Life,PS,1998,Platform,1.96,0.72,0.0,0.11,,,unknown
WWF SmackDown! Just Bring It,PS2,2001,Fighting,1.19,1.15,0.04,0.41,,,unknown
inFAMOUS: Second Son,PS4,2014,Action,1.28,0.98,0.07,0.46,80.0,79.0,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,0.0,0.0,2.78,0.01,,,unknown
Mortal Kombat Trilogy,PS,1996,Fighting,1.98,0.7,0.0,0.11,,,unknown
Monster Hunter Tri,3DS,2011,Role-Playing,0.46,0.29,1.96,0.07,,,unknown
NBA Street,PS2,2001,Sports,2.19,0.22,0.0,0.38,89.0,86.0,E
Jak II,PS2,2003,Platform,1.68,0.74,0.0,0.36,87.0,82.0,T
Ratchet & Clank: Going Commando,PS2,2003,Platform,1.44,0.83,0.26,0.25,,,unknown
Need for Speed: Hot Pursuit,PS3,2010,Racing,1.05,1.23,0.03,0.47,89.0,72.0,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,1.35,1.13,0.0,0.3,81.0,56.0,E10+
Battlefield 3,PC,2011,Shooter,0.89,1.43,0.0,0.46,89.0,75.0,M
Mortal Kombat X,PS4,2015,Fighting,1.5,0.8,0.0,0.48,83.0,77.0,M
The Sims,PS2,2003,Simulation,1.41,1.12,0.0,0.24,83.0,77.0,T
Killzone 3,PS3,2011,Shooter,1.45,0.86,0.09,0.38,84.0,79.0,M
Star Wars: The Force Unleashed,X360,2008,Action,1.74,0.77,0.0,0.26,73.0,67.0,T
Minecraft,XOne,2014,Misc,1.61,0.9,0.0,0.25,,,unknown
Yoshi's Island DS,DS,2006,Platform,1.45,0.07,1.1,0.15,81.0,74.0,E
Saints Row: The Third,X360,2011,Action,1.25,1.14,0.07,0.3,84.0,76.0,M
Missile Command,2600,1980,Shooter,2.56,0.17,0.0,0.03,,,unknown
Mario Paint,SNES,1992,Misc,1.43,0.54,0.71,0.07,,,unknown
Tekken 6,PS3,2009,Fighting,1.2,0.97,0.17,0.42,79.0,74.0,T
Pokémon Stadium 2,N64,2000,Strategy,1.02,0.36,1.13,0.23,,,unknown
Metroid,NES,1986,Action,1.33,0.31,1.04,0.05,,,unknown
Sonic and the Secret Rings,Wii,2007,Platform,1.21,1.19,0.04,0.29,69.0,66.0,E
FIFA 16,PS3,2015,Sports,0.41,1.84,0.05,0.4,,32.0,E
The Legend of Zelda: A Link to the Past,GBA,2002,Action,1.75,0.52,0.33,0.1,95.0,91.0,E
Onimusha: Warlords,PS2,2001,Action,0.99,0.48,1.09,0.14,86.0,82.0,M
Mario Party,N64,1998,Misc,1.25,0.53,0.87,0.05,,,unknown
L.A. Noire,X360,2011,Adventure,1.52,0.92,0.02,0.24,89.0,78.0,M
Call of Duty 3,X360,2006,Shooter,1.49,0.92,0.02,0.27,82.0,65.0,T
Madden NFL 12,X360,2011,Sports,2.42,0.11,0.0,0.16,78.0,59.0,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,1.85,0.64,0.01,0.19,84.0,90.0,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,0.89,1.33,0.08,0.39,73.0,68.0,M
Madden NFL 11,X360,2010,Sports,2.38,0.12,0.0,0.18,84.0,57.0,E
Burnout 3: Takedown,PS2,2004,Racing,1.23,1.11,0.0,0.34,93.0,91.0,T
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,0.0,0.0,2.68,0.0,,,unknown
Mortal Kombat,GEN,1992,Fighting,1.95,0.63,0.0,0.09,,,unknown
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,1.63,0.51,0.35,0.18,79.0,77.0,E
Professor Layton and the Last Specter,DS,2009,Puzzle,0.28,1.39,0.68,0.32,83.0,87.0,E10+
Call Of Duty 2: Big Red One,PS2,2005,Shooter,1.48,0.92,0.01,0.26,77.0,82.0,T
Medal of Honor,PS,1998,Shooter,1.44,1.09,0.0,0.14,92.0,86.0,T
Fable,XB,2004,Role-Playing,1.99,0.58,0.0,0.09,85.0,85.0,M
Guitar Hero: World Tour,X360,2008,Misc,1.78,0.63,0.0,0.25,85.0,63.0,T
FIFA 17,XOne,2016,Sports,0.43,2.05,0.0,0.17,84.0,55.0,E
Hannah Montana,DS,2006,Action,1.59,0.8,0.0,0.26,,67.0,E
Tom Clancy's Splinter Cell,PS2,2003,Action,1.15,1.11,0.0,0.4,89.0,77.0,T
Super Mario Bros.: The Lost Levels,NES,1986,Platform,0.0,0.0,2.65,0.0,,,unknown
